,composition,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10
33,Ge0.500Ti0.300V0.200Te,185.69472348484845,185.10916733333332,137.6217261313131,277.24689955555544,237.3530361262626,193.21293249494943,193.04900554545452,197.09737084848481,230.21963418181815,150.23647338383836
34,Ge0.500Ti0.400V0.100Te,245.15795842424237,248.61465919191915,248.10929388888883,282.34868206060605,348.38948135353525,278.0406224646464,224.6766743838383,276.58929909090904,332.2176587474747,208.453090540404
35,Ge0.500Ti0.100Cr0.400Te,235.58826430303026,180.5995355555555,152.41563114141408,295.43593564141406,298.7793885151514,312.7055486868686,283.5415918787878,273.3311638383838,368.4751207575756,283.80642566666666
36,Ge0.500Ti0.200Cr0.300Te,178.08134650505045,131.85348415151512,103.99644837373735,270.78255431313124,261.9465068888888,165.0988673080808,156.5194708282828,163.89077329292925,189.20977423232316,165.61920508080806
37,Ge0.500Ti0.300Cr0.200Te,166.6242664343434,163.0636014343434,136.04051621717167,268.43551611111104,263.2459322323231,184.160863020202,177.25709887878782,170.2952938282828,219.56223204040398,159.37646905555553
38,Ge0.500Ti0.400Cr0.100Te,242.64444330808075,207.93710788888882,221.6858605555555,297.8386362525252,334.2443298989898,242.23310952020194,206.79415493939388,272.396339040404,310.74302304040395,204.4744733838383
39,Ge0.500Ti0.100Mn0.400Te,262.15352649494946,234.46107257575753,212.05941818181813,333.03867786868676,327.1369032424241,365.8218778787878,290.7765678181818,323.5658795454545,348.5815204545454,237.1270157474747
40,Ge0.500Ti0.200Mn0.300Te,193.64822091919189,157.75194390909087,141.1580502373737,299.0159043434343,274.50434659090905,216.03426880303022,182.90064297979796,187.44190351010096,234.56897711616156,162.36092736363634
41,Ge0.500Ti0.300Mn0.200Te,191.76057066666664,173.87391968686867,147.36534949494944,267.2431558434343,268.4217301767676,216.47382767171712,185.66154831313125,179.1684261060606,229.5517530555555,153.264174570707
42,Ge0.500Ti0.400Mn0.100Te,230.5271257575757,218.43682991919187,247.63348429292924,303.3532413535353,322.21166690909075,254.15326304545448,224.51189611111104,274.01547899999997,289.0278478030302,193.38400530303025
